Date,Price bitcoin,Price cardano,Price chainlink,Price dogecoin,Price ethereum,Price litecoin,Price ripple,Price polkadot,Price solana,Price uniswap
2023-06-26,30285.5,0.281,6.07,0.06477,1859.8,87.24,0.479,5.02,16.28,5.27
2023-06-27,30693.55,0.286,6.2,0.06555,1890.01,87.97,0.484,5.09,16.6,5.27
2023-06-28,30083.48,0.267,5.82,0.06256,1828.46,83.09,0.465,4.88,16.0,4.83
2023-06-29,30466.61,0.276,5.9,0.06346,1853.45,84.86,0.475,4.99,18.0,4.93
2023-06-30,30480.78,0.287,6.31,0.06644,1934.05,107.96,0.474,5.17,18.93,5.28
2023-07-01,30583.62,0.292,6.5,0.06843,1924.57,107.12,0.473,5.35,18.61,5.59
2023-07-02,30571.89,0.292,6.52,0.06791,1933.96,113.17,0.484,5.49,19.45,5.55
2023-07-03,31134.71,0.296,6.62,0.06832,1953.78,106.71,0.49,5.41,19.21,5.51
2023-07-04,30775.62,0.293,6.53,0.06898,1937.0,104.85,0.488,5.35,19.22,5.52
2023-07-05,30484.79,0.284,6.3,0.06699,1910.51,102.61,0.478,5.2,18.97,5.42
2023-07-06,29990.06,0.28,6.1,0.06518,1855.47,95.73,0.464,5.03,19.92,5.3
2023-07-07,30315.26,0.284,6.15,0.06539,1869.32,98.15,0.468,5.11,21.44,5.47
2023-07-08,30264.2,0.291,6.19,0.06578,1864.87,97.84,0.47,5.12,21.9,5.24
2023-07-09,30169.87,0.284,6.14,0.06534,1866.92,95.24,0.468,5.08,21.35,5.23
2023-07-10,30394.28,0.288,6.17,0.0652,1875.27,96.69,0.477,5.13,21.3,5.24
2023-07-11,30620.81,0.293,6.2,0.06533,1875.87,96.82,0.475,5.21,22.07,5.25
2023-07-12,30407.42,0.289,6.25,0.06507,1873.51,96.4,0.471,5.15,22.0,5.28
2023-07-13,31446.02,0.357,7.07,0.07053,2003.25,101.72,0.813,5.54,25.99,5.85
2023-07-14,30311.83,0.329,6.94,0.06847,1935.94,94.89,0.72,5.45,26.71,5.85
2023-07-15,30297.97,0.326,6.92,0.07203,1931.39,94.72,0.713,5.43,27.35,5.8
2023-07-16,30237.34,0.315,6.61,0.06966,1923.04,92.78,0.748,5.31,27.37,5.73
2023-07-17,30147.86,0.313,7.19,0.06997,1912.12,92.28,0.739,5.3,26.86,5.91
2023-07-18,29848.03,0.307,6.92,0.06861,1897.2,91.47,0.781,5.18,25.53,5.89
2023-07-19,29919.88,0.324,6.91,0.07018,1889.22,92.19,0.821,5.2,26.35,5.88
2023-07-20,29787.04,0.316,8.36,0.0706,1891.01,92.31,0.793,5.35,25.34,6.0
2023-07-21,29914.68,0.313,8.16,0.07337,1891.47,94.03,0.773,5.49,25.59,6.21
2023-07-22,29710.16,0.308,7.85,0.07042,1858.31,91.85,0.731,5.3,24.46,5.98
2023-07-23,30057.96,0.317,7.89,0.07189,1887.83,93.12,0.738,5.4,24.77,6.15
2023-07-24,29184.9,0.305,7.59,0.07443,1850.43,89.18,0.704,5.22,23.42,5.78
2023-07-25,29222.98,0.304,7.4,0.08172,1857.6,89.47,0.71,5.18,23.27,5.79
2023-07-26,29363.67,0.307,7.76,0.07794,1871.53,90.68,0.716,5.24,25.15,5.84
2023-07-27,29200.24,0.307,7.99,0.07752,1858.78,90.41,0.713,5.23,25.09,5.87
2023-07-28,29314.1,0.31,7.79,0.07728,1874.69,91.5,0.712,5.22,24.83,6.0
2023-07-29,29356.75,0.313,7.86,0.0802,1880.92,94.52,0.713,5.25,25.16,6.34
2023-07-30,29277.76,0.315,7.56,0.07803,1861.87,94.16,0.705,5.19,24.27,6.42
2023-07-31,29233.14,0.307,7.55,0.07787,1857.28,92.32,0.699,5.11,23.76,6.54
2023-08-01,29537.11,0.309,7.64,0.07787,1869.75,93.64,0.707,5.19,23.93,6.67
2023-08-02,29146.64,0.299,7.34,0.07417,1838.01,87.37,0.685,5.05,23.13,6.15
2023-08-03,29176.15,0.292,7.13,0.07364,1835.7,82.8,0.664,4.98,22.65,6.1
2023-08-04,29087.94,0.293,7.14,0.07347,1828.46,82.12,0.636,4.99,22.81,6.06
2023-08-05,29046.8,0.294,7.22,0.0756,1835.07,83.08,0.628,4.97,22.63,6.08
2023-08-06,29044.2,0.292,7.09,0.07415,1826.71,82.39,0.622,4.99,23.16,5.94
2023-08-07,29178.15,0.29,7.28,0.07337,1826.93,82.32,0.621,4.96,23.05,5.86
2023-08-08,29779.56,0.298,7.45,0.07501,1856.84,83.96,0.643,5.06,24.2,6.09
2023-08-09,29585.49,0.301,7.7,0.07538,1855.89,84.08,0.644,5.06,24.38,6.27
2023-08-10,29423.82,0.296,7.61,0.07576,1850.88,83.03,0.633,5.0,24.62,6.19
2023-08-11,29396.85,0.293,7.48,0.07571,1847.54,83.51,0.632,5.0,24.58,6.18
2023-08-12,29412.14,0.292,7.44,0.0767,1848.51,83.4,0.627,5.03,24.89,6.22
2023-08-13,29284.97,0.289,7.37,0.07478,1839.51,81.95,0.626,4.98,24.22,6.09
2023-08-14,29400.59,0.29,7.41,0.07476,1843.51,82.04,0.635,4.99,25.15,6.26
2023-08-15,29332.75,0.288,7.28,0.07399,1829.05,81.75,0.627,4.96,24.08,6.01
